Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,Customer_Segment,DBSCAN_Cluster
301,2,186.39,1,2,1,4,At Risk,1,At Risk Customers,0
19,2,387.44,4,2,2,8,Potential,0,Regular Customers,0
151,2,486.8200000000001,2,2,2,6,At Risk,1,At Risk Customers,0
152,1,232.6,2,1,1,4,At Risk,1,At Risk Customers,0
1,4,3719.12,5,4,5,14,Champion,0,Regular Customers,0
18,4,827.83,4,4,3,11,Loyal,0,Regular Customers,0
187,1,59.5,1,1,1,3,At Risk,1,At Risk Customers,0
286,1,65.13,1,1,1,3,At Risk,1,At Risk Customers,0
3,7,3119.44,5,5,5,15,Champion,0,Regular Customers,0
183,1,72.0,1,1,1,3,At Risk,1,At Risk Customers,0
63,1,910.0,3,1,3,7,Potential,0,Regular Customers,0
59,1,172.25,3,1,1,5,At Risk,0,Regular Customers,0
25,3,1488.32,4,3,4,11,Loyal,0,Regular Customers,0
4,50,65039.62,5,5,5,15,Champion,3,Loyal Customers,-1
31,15,2504.13,4,5,5,14,Champion,0,Regular Customers,0
39,1,151.29999999999998,3,1,1,5,At Risk,0,Regular Customers,0
155,1,308.58000000000004,2,1,2,5,At Risk,1,At Risk Customers,0
26,10,2248.63,4,5,5,14,Champion,0,Regular Customers,0
318,1,99.5,1,1,1,3,At Risk,1,At Risk Customers,0
5,9,2308.06,5,5,5,15,Champion,0,Regular Customers,0
8,3,711.86,5,3,3,11,Loyal,0,Regular Customers,0
303,1,330.79,1,1,2,4,At Risk,1,At Risk Customers,0
267,2,806.41,1,2,3,6,At Risk,1,At Risk Customers,0
271,1,285.33,1,1,2,4,At Risk,1,At Risk Customers,0
4,13,6307.650000000001,5,5,5,15,Champion,0,Regular Customers,0
32,1,180.48,4,1,1,6,At Risk,0,Regular Customers,0
219,2,252.06,1,2,2,5,At Risk,1,At Risk Customers,0
247,1,228.84,1,1,1,3,At Risk,1,At Risk Customers,0
281,5,1077.39,1,4,4,9,Potential,1,At Risk Customers,0
269,1,138.28,1,1,1,3,At Risk,1,At Risk Customers,0
32,6,1445.01,4,5,4,13,Champion,0,Regular Customers,0
246,2,306.55,1,2,2,5,At Risk,1,At Risk Customers,0
15,5,1041.68,4,4,4,12,Loyal,0,Regular Customers,0
117,4,799.9,2,4,3,9,Potential,0,Regular Customers,0
36,1,524.14,3,1,3,7,Potential,0,Regular Customers,0
132,3,2375.41,2,3,5,10,Loyal,0,Regular Customers,0
217,1,199.85,1,1,1,3,At Risk,1,At Risk Customers,0
50,8,1980.56,3,5,4,12,Loyal,0,Regular Customers,0
39,2,1079.66,3,2,4,9,Potential,0,Regular Customers,0
29,2,333.48,4,2,2,8,Potential,0,Regular Customers,0
37,6,1016.14,3,5,4,12,Loyal,0,Regular Customers,0
136,2,752.6,2,2,3,7,Potential,0,Regular Customers,0
219,2,610.59,1,2,3,6,At Risk,1,At Risk Customers,0
28,1,491.86,4,1,3,8,Potential,0,Regular Customers,0
25,4,2883.54,4,4,5,13,Champion,0,Regular Customers,0
5,2,729.8,5,2,3,10,Loyal,0,Regular Customers,0
200,1,339.6,1,1,2,4,At Risk,1,At Risk Customers,0
18,1,216.9,4,1,1,6,At Risk,0,Regular Customers,0
241,1,350.75,1,1,2,4,At Risk,1,At Risk Customers,0
72,3,668.4300000000001,3,3,3,9,Potential,0,Regular Customers,0
17,12,3107.87,4,5,5,14,Champion,0,Regular Customers,0
3,7,1341.6,5,5,4,14,Champion,0,Regular Customers,0
95,2,1080.52,2,2,4,8,Potential,0,Regular Customers,0
162,1,300.04,2,1,2,5,At Risk,1,At Risk Customers,0
374,1,79.6,1,1,1,3,At Risk,1,At Risk Customers,0
96,5,948.25,2,4,4,10,Loyal,0,Regular Customers,0
54,5,1647.26,3,4,4,11,Loyal,0,Regular Customers,0
288,1,296.25,1,1,2,4,At Risk,1,At Risk Customers,0
124,6,1175.38,2,5,4,11,Loyal,0,Regular Customers,0
288,1,741.26,1,1,3,5,At Risk,1,At Risk Customers,0
152,2,282.6,2,2,2,6,At Risk,1,At Risk Customers,0
4,9,2108.06,5,5,5,15,Champion,0,Regular Customers,0
2,14,5189.52,5,5,5,15,Champion,3,Loyal Customers,0
12,7,3190.55,5,5,5,15,Champion,0,Regular Customers,0
33,2,659.4100000000001,4,2,3,9,Potential,0,Regular Customers,0
54,2,286.79,3,2,2,7,Potential,0,Regular Customers,0
50,2,1070.65,3,2,4,9,Potential,0,Regular Customers,0
219,1,306.72,1,1,2,4,At Risk,1,At Risk Customers,0
63,1,1714.96,3,1,4,8,Potential,0,Regular Customers,0
71,3,1519.42,3,3,4,10,Loyal,0,Regular Customers,0
2,37,17220.36,5,5,5,15,Champion,3,Loyal Customers,0
2,10,2796.51,5,5,5,15,Champion,0,Regular Customers,0
64,4,2634.45,3,4,5,12,Loyal,0,Regular Customers,0
34,3,1122.63,3,3,4,10,Loyal,0,Regular Customers,0
82,1,345.0,2,1,2,5,At Risk,0,Regular Customers,0
1,33,25977.16,5,5,5,15,Champion,3,Loyal Customers,0
103,1,178.7,2,1,1,4,At Risk,0,Regular Customers,0
7,2,360.01,5,2,2,9,Potential,0,Regular Customers,0
251,1,127.84,1,1,1,3,At Risk,1,At Risk Customers,0
13,6,908.86,5,5,3,13,Champion,0,Regular Customers,0
10,11,2462.79,5,5,5,15,Champion,0,Regular Customers,0
367,1,230.4,1,1,1,3,At Risk,1,At Risk Customers,0
76,2,309.04,2,2,2,6,At Risk,0,Regular Customers,0
4,1,348.8,5,1,2,8,Potential,0,Regular Customers,0
128,2,1516.0,2,2,4,8,Potential,0,Regular Customers,0
66,2,195.55,3,2,1,6,At Risk,0,Regular Customers,0
1,57,37153.85,5,5,5,15,Champion,3,Loyal Customers,-1
117,2,688.86,2,2,3,7,Potential,0,Regular Customers,0
310,1,558.32,1,1,3,5,At Risk,1,At Risk Customers,0
67,1,324.8,3,1,2,6,At Risk,0,Regular Customers,0
139,3,4599.42,2,3,5,10,Loyal,0,Regular Customers,0
255,1,277.07,1,1,2,4,At Risk,1,At Risk Customers,0
31,7,2588.39,4,5,5,14,Champion,0,Regular Customers,0
52,2,924.6,3,2,3,8,Potential,0,Regular Customers,0
64,1,256.38,3,1,2,6,At Risk,0,Regular Customers,0
367,1,112.6,1,1,1,3,At Risk,1,At Risk Customers,0
6,5,1747.66,5,4,4,13,Champion,0,Regular Customers,0
305,1,155.05,1,1,1,3,At Risk,1,At Risk Customers,0
29,3,1499.01,4,3,4,11,Loyal,0,Regular Customers,0
184,3,814.5,1,3,3,7,Potential,1,At Risk Customers,0
42,3,539.0,3,3,3,9,Potential,0,Regular Customers,0
40,4,1366.86,3,4,4,11,Loyal,0,Regular Customers,0
92,2,1579.12,2,2,4,8,Potential,0,Regular Customers,0
22,4,4027.36,4,4,5,13,Champion,0,Regular Customers,0
24,2,571.6700000000001,4,2,3,9,Potential,0,Regular Customers,0
29,2,382.98,4,2,2,8,Potential,0,Regular Customers,0
302,3,1140.35,1,3,4,8,Potential,1,At Risk Customers,0
145,2,385.64,2,2,2,6,At Risk,1,At Risk Customers,0
6,2,632.0,5,2,3,10,Loyal,0,Regular Customers,0
19,2,957.66,4,2,4,10,Loyal,0,Regular Customers,0
33,5,1698.94,4,4,4,12,Loyal,0,Regular Customers,0
176,1,189.5,2,1,1,4,At Risk,1,At Risk Customers,0
58,3,409.8,3,3,2,8,Potential,0,Regular Customers,0
22,1,209.49,4,1,1,6,At Risk,0,Regular Customers,0
16,6,2198.45,4,5,5,14,Champion,0,Regular Customers,0
19,1,52.2,4,1,1,6,At Risk,0,Regular Customers,0
159,1,383.85,2,1,2,5,At Risk,1,At Risk Customers,0
25,4,834.57,4,4,3,11,Loyal,0,Regular Customers,0
212,2,266.59000000000003,1,2,2,5,At Risk,1,At Risk Customers,0
6,4,674.82,5,4,3,12,Loyal,0,Regular Customers,0
253,1,85.0,1,1,1,3,At Risk,1,At Risk Customers,0
59,9,3385.62,3,5,5,13,Champion,0,Regular Customers,0
11,1,361.62,5,1,2,8,Potential,0,Regular Customers,0
65,1,312.98,3,1,2,6,At Risk,0,Regular Customers,0
25,3,865.0600000000001,4,3,3,10,Loyal,0,Regular Customers,0
92,3,1255.0,2,3,4,9,Potential,0,Regular Customers,0
52,2,1537.95,3,2,4,9,Potential,0,Regular Customers,0
129,1,1595.48,2,1,4,7,Potential,0,Regular Customers,0
96,3,2651.46,2,3,5,10,Loyal,0,Regular Customers,0
57,1,1090.14,3,1,4,8,Potential,0,Regular Customers,0
9,25,8109.519999999999,5,5,5,15,Champion,3,Loyal Customers,0
169,3,388.5,2,3,2,7,Potential,1,At Risk Customers,0
57,1,216.17,3,1,1,5,At Risk,0,Regular Customers,0
326,1,201.16,1,1,1,3,At Risk,1,At Risk Customers,0
1,5,1245.9,5,4,4,13,Champion,0,Regular Customers,0
18,8,2209.36,4,5,5,14,Champion,0,Regular Customers,0
248,1,305.78,1,1,2,4,At Risk,1,At Risk Customers,0
58,4,501.56,3,4,3,10,Loyal,0,Regular Customers,0
74,1,145.67000000000002,2,1,1,4,At Risk,0,Regular Customers,0
31,3,1005.09,4,3,4,11,Loyal,0,Regular Customers,0
7,2,3192.54,5,2,5,12,Loyal,0,Regular Customers,0
123,4,3083.65,2,4,5,11,Loyal,0,Regular Customers,0
2,8,2770.94,5,5,5,15,Champion,0,Regular Customers,0
23,13,6403.25,4,5,5,14,Champion,0,Regular Customers,0
120,3,389.6,2,3,2,7,Potential,0,Regular Customers,0
358,1,540.45,1,1,3,5,At Risk,1,At Risk Customers,0
54,5,1786.79,3,4,4,11,Loyal,0,Regular Customers,0
64,1,122.7,3,1,1,5,At Risk,0,Regular Customers,0
86,1,117.24,2,1,1,4,At Risk,0,Regular Customers,0
55,1,1271.57,3,1,4,8,Potential,0,Regular Customers,0
21,13,3219.77,4,5,5,14,Champion,0,Regular Customers,0
4,20,17159.52,5,5,5,15,Champion,3,Loyal Customers,0
3,5,1191.13,5,4,4,13,Champion,0,Regular Customers,0
11,5,2674.48,5,4,5,14,Champion,0,Regular Customers,0
7,5,787.6,5,4,3,12,Loyal,0,Regular Customers,0
189,2,506.8,1,2,3,6,At Risk,1,At Risk Customers,0
71,1,243.56,3,1,1,5,At Risk,0,Regular Customers,0
204,1,349.55,1,1,2,4,At Risk,1,At Risk Customers,0
120,2,595.67,2,2,3,7,Potential,0,Regular Customers,0
93,1,416.9,2,1,2,5,At Risk,0,Regular Customers,0
1,10,1883.81,5,5,4,14,Champion,0,Regular Customers,0
27,4,632.97,4,4,3,11,Loyal,0,Regular Customers,0
298,1,821.1,1,1,3,5,At Risk,1,At Risk Customers,0
24,3,564.62,4,3,3,10,Loyal,0,Regular Customers,0
28,4,2593.07,4,4,5,13,Champion,0,Regular Customers,0
50,1,311.16,3,1,2,6,At Risk,0,Regular Customers,0
326,1,155.93,1,1,1,3,At Risk,1,At Risk Customers,0
16,2,388.52,4,2,2,8,Potential,0,Regular Customers,0
183,3,740.95,1,3,3,7,Potential,1,At Risk Customers,0
72,5,2867.2,3,4,5,12,Loyal,0,Regular Customers,0
37,2,332.64,3,2,2,7,Potential,0,Regular Customers,0
80,4,2369.55,2,4,5,11,Loyal,0,Regular Customers,0
57,9,2580.91,3,5,5,13,Champion,0,Regular Customers,0
12,2,626.45,5,2,3,10,Loyal,0,Regular Customers,0
50,2,272.04,3,2,2,7,Potential,0,Regular Customers,0
50,2,1212.84,3,2,4,9,Potential,0,Regular Customers,0
59,2,384.81,3,2,2,7,Potential,0,Regular Customers,0
352,1,172.25,1,1,1,3,At Risk,1,At Risk Customers,0
54,1,351.13,3,1,2,6,At Risk,0,Regular Customers,0
2,6,1838.85,5,5,4,14,Champion,0,Regular Customers,0
93,4,678.25,2,4,3,9,Potential,0,Regular Customers,0
23,1,223.85,4,1,1,6,At Risk,0,Regular Customers,0
75,1,348.99,2,1,2,5,At Risk,0,Regular Customers,0
11,4,464.57,5,4,2,11,Loyal,0,Regular Customers,0
169,2,842.65,2,2,3,7,Potential,1,At Risk Customers,0
58,2,337.34,3,2,2,7,Potential,0,Regular Customers,0
96,2,1237.53,2,2,4,8,Potential,0,Regular Customers,0
295,1,307.4,1,1,2,4,At Risk,1,At Risk Customers,0
109,2,608.7900000000001,2,2,3,7,Potential,0,Regular Customers,0
264,1,922.1,1,1,3,5,At Risk,1,At Risk Customers,0
180,1,376.58,1,1,2,4,At Risk,1,At Risk Customers,0
169,1,158.85,2,1,1,4,At Risk,1,At Risk Customers,0
35,1,71.66,3,1,1,5,At Risk,0,Regular Customers,0
23,3,568.55,4,3,3,10,Loyal,0,Regular Customers,0
17,4,839.14,4,4,3,11,Loyal,0,Regular Customers,0
22,5,5112.96,4,4,5,13,Champion,0,Regular Customers,0
79,3,561.5699999999999,2,3,3,8,Potential,0,Regular Customers,0
65,1,90.6,3,1,1,5,At Risk,0,Regular Customers,0
361,1,102.0,1,1,1,3,At Risk,1,At Risk Customers,0
3,6,2427.32,5,5,5,15,Champion,0,Regular Customers,0
11,4,745.06,5,4,3,12,Loyal,0,Regular Customers,0
176,3,674.45,2,3,3,8,Potential,1,At Risk Customers,0
218,2,3251.071,1,2,5,8,Potential,1,At Risk Customers,0
7,7,3515.68,5,5,5,15,Champion,0,Regular Customers,0
2,2,439.92,5,3,2,10,Loyal,0,Regular Customers,0
154,2,322.96,2,3,2,7,Potential,1,At Risk Customers,0
5,5,1019.27,5,4,4,13,Champion,0,Regular Customers,0
79,3,594.04,2,3,3,8,Potential,0,Regular Customers,0
21,2,230.22,4,3,1,8,Potential,0,Regular Customers,0
22,2,169.55,4,3,1,8,Potential,0,Regular Customers,0
308,4,664.54,1,4,3,8,Potential,1,At Risk Customers,0
146,1,80.7,2,1,1,4,At Risk,1,At Risk Customers,0
7,18,9024.17,5,5,5,15,Champion,3,Loyal Customers,0
19,8,2758.26,4,5,5,14,Champion,0,Regular Customers,0
71,2,190.25,3,3,1,7,Potential,0,Regular Customers,0
287,1,264.7,1,1,2,4,At Risk,1,At Risk Customers,0
49,1,413.59,3,1,2,6,At Risk,0,Regular Customers,0
31,6,2461.24,4,5,5,14,Champion,0,Regular Customers,0
207,1,357.98,1,1,2,4,At Risk,1,At Risk Customers,0
15,2,196.79,4,3,1,8,Potential,0,Regular Customers,0
73,1,869.87,2,1,3,6,At Risk,0,Regular Customers,0
60,1,200.14,3,1,1,5,At Risk,0,Regular Customers,0
39,4,1871.81,3,4,4,11,Loyal,0,Regular Customers,0
30,12,2603.43,4,5,5,14,Champion,0,Regular Customers,0
27,5,920.51,4,4,3,11,Loyal,0,Regular Customers,0
4,15,7060.13,5,5,5,15,Champion,3,Loyal Customers,0
17,1,320.46,4,1,2,7,Potential,0,Regular Customers,0
20,6,4147.96,4,5,5,14,Champion,0,Regular Customers,0
66,2,1266.08,3,3,4,10,Loyal,0,Regular Customers,0
213,1,311.3,1,1,2,4,At Risk,1,At Risk Customers,0
12,6,852.88,5,5,3,13,Champion,0,Regular Customers,0
30,1,76.8,4,1,1,6,At Risk,0,Regular Customers,0
43,9,3466.36,3,5,5,13,Champion,0,Regular Customers,0
4,6,2274.14,5,5,5,15,Champion,0,Regular Customers,0
15,5,1393.69,4,4,4,12,Loyal,0,Regular Customers,0
10,12,3901.81,5,5,5,15,Champion,0,Regular Customers,0
211,1,635.66,1,1,3,5,At Risk,1,At Risk Customers,0
46,3,2043.08,3,3,4,10,Loyal,0,Regular Customers,0
134,2,529.73,2,3,3,8,Potential,0,Regular Customers,0
43,7,4582.64,3,5,5,13,Champion,0,Regular Customers,0
10,5,2874.72,5,4,5,14,Champion,0,Regular Customers,0
116,3,962.19,2,3,4,9,Potential,0,Regular Customers,0
198,2,695.61,1,3,3,7,Potential,1,At Risk Customers,0
278,1,328.8,1,1,2,4,At Risk,1,At Risk Customers,0
110,3,473.02,2,3,2,7,Potential,0,Regular Customers,0
77,1,505.18,2,1,3,6,At Risk,0,Regular Customers,0
53,1,917.34,3,1,3,7,Potential,0,Regular Customers,0
162,4,4341.21,2,4,5,11,Loyal,1,At Risk Customers,0
47,3,1421.61,3,3,4,10,Loyal,0,Regular Customers,0
17,2,642.8,4,3,3,10,Loyal,0,Regular Customers,0
155,3,631.9,2,3,3,8,Potential,1,At Risk Customers,0
225,1,440.0,1,1,2,4,At Risk,1,At Risk Customers,0
7,2,584.07,5,3,3,11,Loyal,0,Regular Customers,0
122,2,327.7,2,3,2,7,Potential,0,Regular Customers,0
61,1,104.82,3,1,1,5,At Risk,0,Regular Customers,0
63,2,467.66,3,3,2,8,Potential,0,Regular Customers,0
18,8,2358.84,4,5,5,14,Champion,0,Regular Customers,0
7,19,17286.86,5,5,5,15,Champion,3,Loyal Customers,0
2,11,2975.59,5,5,5,15,Champion,0,Regular Customers,0
22,3,648.89,4,3,3,10,Loyal,0,Regular Customers,0
29,5,1428.02,4,4,4,12,Loyal,0,Regular Customers,0
285,1,626.65,1,1,3,5,At Risk,1,At Risk Customers,0
176,2,147.20000000000002,2,3,1,6,At Risk,1,At Risk Customers,0
78,3,1560.38,2,3,4,9,Potential,0,Regular Customers,0
33,1,152.2,4,1,1,6,At Risk,0,Regular Customers,0
41,12,3560.32,3,5,5,13,Champion,0,Regular Customers,0
266,1,141.41,1,1,1,3,At Risk,1,At Risk Customers,0
27,4,646.42,4,4,3,11,Loyal,0,Regular Customers,0
109,4,1659.75,2,4,4,10,Loyal,0,Regular Customers,0
284,1,154.99,1,1,1,3,At Risk,1,At Risk Customers,0
9,5,1308.61,5,4,4,13,Champion,0,Regular Customers,0
305,1,409.93,1,1,2,4,At Risk,1,At Risk Customers,0
17,4,5578.72,4,4,5,13,Champion,0,Regular Customers,0
32,2,746.36,4,3,3,10,Loyal,0,Regular Customers,0
1,23,15610.39,5,5,5,15,Champion,3,Loyal Customers,0
20,1,225.36,4,1,1,6,At Risk,0,Regular Customers,0
124,2,260.25,2,3,2,7,Potential,0,Regular Customers,0
65,1,92.46,3,1,1,5,At Risk,0,Regular Customers,0
106,1,725.6400000000001,2,1,3,6,At Risk,0,Regular Customers,0
1,23,8152.71,5,5,5,15,Champion,3,Loyal Customers,0
24,17,6211.66,4,5,5,14,Champion,3,Loyal Customers,0
267,1,183.6,1,1,1,3,At Risk,1,At Risk Customers,0
5,19,6140.42,5,5,5,15,Champion,3,Loyal Customers,0
10,12,10464.85,5,5,5,15,Champion,3,Loyal Customers,0
29,5,1334.34,4,4,4,12,Loyal,0,Regular Customers,0
267,1,152.55,1,1,1,3,At Risk,1,At Risk Customers,0
64,2,374.7,3,3,2,8,Potential,0,Regular Customers,0
320,1,265.85,1,1,2,4,At Risk,1,At Risk Customers,0
4,8,1437.57,5,5,4,14,Champion,0,Regular Customers,0
32,1,151.04,4,1,1,6,At Risk,0,Regular Customers,0
5,3,942.26,5,3,4,12,Loyal,0,Regular Customers,0
129,1,118.67,2,1,1,4,At Risk,0,Regular Customers,0
41,5,499.42,3,4,3,10,Loyal,0,Regular Customers,0
102,6,1049.37,2,5,4,11,Loyal,0,Regular Customers,0
125,1,375.1,2,1,2,5,At Risk,0,Regular Customers,0
33,1,45.6,4,1,1,6,At Risk,0,Regular Customers,0
302,2,921.62,1,3,3,7,Potential,1,At Risk Customers,0
365,1,182.25,1,1,1,3,At Risk,1,At Risk Customers,0
4,9,1002.9,5,5,4,14,Champion,0,Regular Customers,0
2,18,4421.29,5,5,5,15,Champion,3,Loyal Customers,0
3,1,191.47,5,1,1,7,Potential,0,Regular Customers,0
10,13,50491.81,5,5,5,15,Champion,3,Loyal Customers,-1
57,1,158.75,3,1,1,5,At Risk,0,Regular Customers,0
325,1,76.32000000000001,1,1,1,3,At Risk,1,At Risk Customers,0
8,14,4076.91,5,5,5,15,Champion,0,Regular Customers,0
12,1,433.86,5,1,2,8,Potential,0,Regular Customers,0
4,17,65164.79,5,5,5,15,Champion,3,Loyal Customers,-1
37,1,147.35,3,1,1,5,At Risk,0,Regular Customers,0
16,11,3104.17,4,5,5,14,Champion,0,Regular Customers,0
138,1,191.95,2,1,1,4,At Risk,0,Regular Customers,0
74,6,5976.79,2,5,5,12,Loyal,0,Regular Customers,0
5,5,1105.88,5,4,4,13,Champion,0,Regular Customers,0
155,2,216.21,2,3,1,6,At Risk,1,At Risk Customers,0
239,1,1266.23,1,1,4,6,At Risk,1,At Risk Customers,0
52,7,2703.23,3,5,5,13,Champion,0,Regular Customers,0
31,2,597.91,4,3,3,10,Loyal,0,Regular Customers,0
73,1,144.2,2,1,1,4,At Risk,0,Regular Customers,0
4,12,5683.15,5,5,5,15,Champion,0,Regular Customers,0
14,4,692.85,4,4,3,11,Loyal,0,Regular Customers,0
23,7,2915.15,4,5,5,14,Champion,0,Regular Customers,0
4,4,1840.42,5,4,4,13,Champion,0,Regular Customers,0
274,2,386.53,1,3,2,6,At Risk,1,At Risk Customers,0
20,5,1382.74,4,4,4,12,Loyal,0,Regular Customers,0
144,1,90.0,2,1,1,4,At Risk,1,At Risk Customers,0
4,4,2780.15,5,4,5,14,Champion,0,Regular Customers,0
84,1,419.58,2,1,2,5,At Risk,0,Regular Customers,0
11,3,2720.63,5,3,5,13,Champion,0,Regular Customers,0
8,3,706.1300000000001,5,3,3,11,Loyal,0,Regular Customers,0
123,3,709.71,2,3,3,8,Potential,0,Regular Customers,0
61,2,637.5,3,3,3,9,Potential,0,Regular Customers,0
2,5,1123.86,5,4,4,13,Champion,0,Regular Customers,0
319,1,480.91,1,1,2,4,At Risk,1,At Risk Customers,0
2,11,3586.03,5,5,5,15,Champion,0,Regular Customers,0
130,3,605.64,2,3,3,8,Potential,0,Regular Customers,0
2,15,4690.31,5,5,5,15,Champion,3,Loyal Customers,0
2,2,965.88,5,3,4,12,Loyal,0,Regular Customers,0
46,1,415.82,3,1,2,6,At Risk,0,Regular Customers,0
4,2,935.05,5,3,4,12,Loyal,0,Regular Customers,0
3,4,915.13,5,4,3,12,Loyal,0,Regular Customers,0
373,1,311.81,1,1,2,4,At Risk,1,At Risk Customers,0
134,1,115.8,2,1,1,4,At Risk,0,Regular Customers,0
47,4,3742.2,3,4,5,12,Loyal,0,Regular Customers,0
9,5,4191.0,5,4,5,14,Champion,0,Regular Customers,0
78,2,483.4,2,3,2,7,Potential,0,Regular Customers,0
234,1,157.2,1,1,1,3,At Risk,1,At Risk Customers,0
221,1,446.62,1,1,2,4,At Risk,1,At Risk Customers,0
36,2,658.64,3,3,3,9,Potential,0,Regular Customers,0
75,2,621.29,2,3,3,8,Potential,0,Regular Customers,0
239,2,1345.62,1,3,4,8,Potential,1,At Risk Customers,0
266,1,118.75,1,1,1,3,At Risk,1,At Risk Customers,0
10,55,117210.08,5,5,5,15,Champion,2,VIP Customers,-1
20,2,424.89,4,3,2,9,Potential,0,Regular Customers,0
40,1,507.66,3,1,3,7,Potential,0,Regular Customers,0
20,11,4630.35,4,5,5,14,Champion,0,Regular Customers,0
216,3,1097.62,1,3,4,8,Potential,1,At Risk Customers,0
174,2,289.36,2,3,2,7,Potential,1,At Risk Customers,0
87,4,2445.91,2,4,5,11,Loyal,0,Regular Customers,0
71,2,1631.77,3,3,4,10,Loyal,0,Regular Customers,0
276,1,120.44,1,1,1,3,At Risk,1,At Risk Customers,0
39,4,562.59,3,4,3,10,Loyal,0,Regular Customers,0
98,1,363.79,2,1,2,5,At Risk,0,Regular Customers,0
11,4,450.84,5,4,2,11,Loyal,0,Regular Customers,0
33,1,134.46,4,1,1,6,At Risk,0,Regular Customers,0
60,3,3222.3,3,3,5,11,Loyal,0,Regular Customers,0
297,4,576.9000000000001,1,4,3,8,Potential,1,At Risk Customers,0
86,4,549.46,2,4,3,9,Potential,0,Regular Customers,0
9,7,1600.26,5,5,4,14,Champion,0,Regular Customers,0
41,2,701.57,3,3,3,9,Potential,0,Regular Customers,0
11,25,4748.52,5,5,5,15,Champion,3,Loyal Customers,0
67,1,452.89,3,1,2,6,At Risk,0,Regular Customers,0
331,1,197.65,1,1,1,3,At Risk,1,At Risk Customers,0
31,6,2054.36,4,5,4,13,Champion,0,Regular Customers,0
2,15,4654.08,5,5,5,15,Champion,3,Loyal Customers,0
2,13,4684.76,5,5,5,15,Champion,0,Regular Customers,0
68,2,853.39,3,3,3,9,Potential,0,Regular Customers,0
5,21,11349.52,5,5,5,15,Champion,3,Loyal Customers,0
202,2,1012.0,1,3,4,8,Potential,1,At Risk Customers,0
107,1,335.52,2,1,2,5,At Risk,0,Regular Customers,0
18,4,701.4,4,4,3,11,Loyal,0,Regular Customers,0
218,1,185.4,1,1,1,3,At Risk,1,At Risk Customers,0
60,7,747.44,3,5,3,11,Loyal,0,Regular Customers,0
2,1,150.61,5,1,1,7,Potential,0,Regular Customers,0
17,2,466.7,4,3,2,9,Potential,0,Regular Customers,0
239,1,328.16,1,1,2,4,At Risk,1,At Risk Customers,0
95,1,151.74,2,1,1,4,At Risk,0,Regular Customers,0
11,6,2073.43,5,5,5,15,Champion,0,Regular Customers,0
106,6,1905.84,2,5,4,11,Loyal,0,Regular Customers,0
53,9,2241.1,3,5,5,13,Champion,0,Regular Customers,0
90,1,1070.48,2,1,4,7,Potential,0,Regular Customers,0
31,5,1004.38,4,4,4,12,Loyal,0,Regular Customers,0
12,6,1789.72,5,5,4,14,Champion,0,Regular Customers,0
3,4,1839.3,5,4,4,13,Champion,0,Regular Customers,0
2,17,2004.98,5,5,4,14,Champion,3,Loyal Customers,0
43,1,169.48000000000002,3,1,1,5,At Risk,0,Regular Customers,0
4,1,89.94,5,1,1,7,Potential,0,Regular Customers,0
247,2,632.4,1,3,3,7,Potential,1,At Risk Customers,0
42,9,3432.8,3,5,5,13,Champion,0,Regular Customers,0
177,1,683.17,2,1,3,6,At Risk,1,At Risk Customers,0
92,3,991.13,2,3,4,9,Potential,0,Regular Customers,0
110,4,1009.73,2,4,4,10,Loyal,0,Regular Customers,0
29,5,2214.79,4,4,5,13,Champion,0,Regular Customers,0
26,10,3350.96,4,5,5,14,Champion,0,Regular Customers,0
52,3,1547.2,3,3,4,10,Loyal,0,Regular Customers,0
184,3,925.71,1,3,3,7,Potential,1,At Risk Customers,0
43,5,2048.07,3,4,4,11,Loyal,0,Regular Customers,0
49,4,1462.72,3,4,4,11,Loyal,0,Regular Customers,0
22,4,754.12,4,4,3,11,Loyal,0,Regular Customers,0
75,5,3144.86,2,4,5,11,Loyal,0,Regular Customers,0
81,2,490.86,2,3,3,8,Potential,0,Regular Customers,0
373,1,161.0,1,1,1,3,At Risk,1,At Risk Customers,0
326,1,146.85,1,1,1,3,At Risk,1,At Risk Customers,0
43,11,2380.85,3,5,5,13,Champion,0,Regular Customers,0
30,2,890.34,4,3,3,10,Loyal,0,Regular Customers,0
184,1,213.7,1,1,1,3,At Risk,1,At Risk Customers,0
235,2,280.55,1,3,2,6,At Risk,1,At Risk Customers,0
9,10,2588.77,5,5,5,15,Champion,0,Regular Customers,0
220,2,1693.45,1,3,4,8,Potential,1,At Risk Customers,0
111,3,1474.06,2,3,4,9,Potential,0,Regular Customers,0
278,1,136.76999999999998,1,1,1,3,At Risk,1,At Risk Customers,0
318,1,302.58,1,1,2,4,At Risk,1,At Risk Customers,0
7,3,1904.05,5,3,4,12,Loyal,0,Regular Customers,0
2,5,2879.7000000000003,5,4,5,14,Champion,0,Regular Customers,0
260,2,969.06,1,3,4,8,Potential,1,At Risk Customers,0
64,5,3099.7200000000003,3,4,5,12,Loyal,0,Regular Customers,0
9,9,12669.98,5,5,5,15,Champion,0,Regular Customers,0
142,1,120.0,2,1,1,4,At Risk,0,Regular Customers,0
51,2,1163.45,3,3,4,10,Loyal,0,Regular Customers,0
8,8,2618.23,5,5,5,15,Champion,0,Regular Customers,0
155,2,333.97,2,3,2,7,Potential,1,At Risk Customers,0
